"location","time_bin","n_reports","composite_severity","miss_cells","missing_rate","local_uncertainty"
1,"2020-04-07T07:00:00Z",5,6.92,4,0.8,0.330076900332073
1,"2020-04-07T08:00:00Z",4,5.5,3,0.75,0.343094933625126
1,"2020-04-07T09:00:00Z",4,4.55,4,1,0.371518174223721
1,"2020-04-07T10:00:00Z",3,4.86666666666667,1,0.333333333333333,0.513703323446249
1,"2020-04-07T11:00:00Z",5,4.92,5,1,0.328530152104477
1,"2020-04-07T12:00:00Z",3,5.73333333333333,2,0.666666666666667,0.363883837966372
1,"2020-04-07T13:00:00Z",3,5.8,2,0.666666666666667,0.530310489369255
1,"2020-04-07T14:00:00Z",3,5.53333333333333,3,1,0.512591062129983
1,"2020-04-07T15:00:00Z",1,6,1,1,NA
1,"2020-04-07T16:00:00Z",2,6.1,1,0.5,0.514142135623731
1,"2020-04-07T17:00:00Z",2,4.7,1,0.5,0.627279220613579
1,"2020-04-07T18:00:00Z",1,6.2,0,0,NA
1,"2020-04-07T19:00:00Z",3,5.6,3,1,0.454988583939298
1,"2020-04-07T20:00:00Z",6,4.4,5,0.833333333333333,0.30112855717844
1,"2020-04-07T21:00:00Z",2,5,2,1,0.584852813742386
1,"2020-04-07T22:00:00Z",2,5.8,2,1,0.584852813742386
1,"2020-04-07T23:00:00Z",5,6.2,3,0.6,0.36
1,"2020-04-08T00:00:00Z",2,5.3,2,1,0.514142135623731
1,"2020-04-08T01:00:00Z",2,6.8,1,0.5,0.584852813742386
1,"2020-04-08T02:00:00Z",3,5.26666666666667,3,1,0.443484744279055
1,"2020-04-08T03:00:00Z",4,5.9,4,1,0.370554275466834
1,"2020-04-08T04:00:00Z",5,5.76,3,0.6,0.332966161108757
1,"2020-04-08T05:00:00Z",1,7.6,1,1,NA
1,"2020-04-08T06:00:00Z",6,5.3,4,0.666666666666667,0.343188619975596
1,"2020-04-08T07:00:00Z",6,6.1,6,1,0.348545747376901
1,"2020-04-08T08:00:00Z",290,6.37793103448276,222,0.76551724137931,0.22635287930491
1,"2020-04-08T09:00:00Z",480,5.55458333333333,291,0.60625,0.259171976188899
1,"2020-04-08T10:00:00Z",198,3.91414141414141,58,0.292929292929293,0.238777796793691
1,"2020-04-08T11:00:00Z",91,2.4,1,0.010989010989011,0.0552106748604163
1,"2020-04-08T12:00:00Z",42,2.47619047619048,1,0.0238095238095238,0.0791492516910167
1,"2020-04-08T13:00:00Z",24,2.8,2,0.0833333333333333,0.178589367804778
1,"2020-04-08T14:00:00Z",14,3.47142857142857,4,0.285714285714286,0.215139208657509
1,"2020-04-08T15:00:00Z",4,3.3,1,0.25,0.39
1,"2020-04-08T16:00:00Z",7,3.97142857142857,2,0.285714285714286,0.34663106053016
1,"2020-04-08T17:00:00Z",5,3.76,3,0.6,0.419271521178652
1,"2020-04-08T18:00:00Z",2,6.1,2,1,0.740416305603426
1,"2020-04-08T19:00:00Z",1,4.4,1,1,NA
1,"2020-04-08T20:00:00Z",8,5.825,8,1,0.267402849088673
1,"2020-04-08T21:00:00Z",5,6.2,4,0.8,0.458069758011279
1,"2020-04-08T22:00:00Z",9,5.55555555555556,9,1,0.257664097357649
1,"2020-04-08T23:00:00Z",1,2.2,1,1,NA
1,"2020-04-09T00:00:00Z",3,6.66666666666667,2,0.666666666666667,0.560782961456426
1,"2020-04-09T01:00:00Z",3,4.66666666666667,2,0.666666666666667,0.416599973311979
1,"2020-04-09T02:00:00Z",5,5.28,4,0.8,0.359122594247329
1,"2020-04-09T03:00:00Z",2,5.2,2,1,0.528284271247462
1,"2020-04-09T04:00:00Z",3,4.26666666666667,2,0.666666666666667,0.52758403045778
1,"2020-04-09T05:00:00Z",3,4.4,2,0.666666666666667,0.516636361131567
1,"2020-04-09T06:00:00Z",4,5.55,3,0.75,0.44824227601599
1,"2020-04-09T07:00:00Z",2,5.1,1,0.5,0.65556349186104
1,"2020-04-09T08:00:00Z",5,5.64,5,1,0.255497747702046
1,"2020-04-09T09:00:00Z",4,4.05,4,1,0.377932273749303
1,"2020-04-09T10:00:00Z",3,4.66666666666667,2,0.666666666666667,0.587367451776769
1,"2020-04-09T11:00:00Z",9,5.31111111111111,7,0.777777777777778,0.300877048810982
1,"2020-04-09T12:00:00Z",2,7.2,2,1,0.697989898732233
1,"2020-04-09T13:00:00Z",2,5.2,1,0.5,0.556568542494924
1,"2020-04-09T14:00:00Z",4,4.85,4,1,0.374766448481419
1,"2020-04-09T15:00:00Z",66,2.94848484848485,6,0.0909090909090909,0.118111439009033
1,"2020-04-09T16:00:00Z",39,2.86153846153846,3,0.0769230769230769,0.123744499065649
1,"2020-04-09T17:00:00Z",17,2.76470588235294,1,0.0588235294117647,0.125244645827272
1,"2020-04-09T18:00:00Z",7,3.14285714285714,1,0.142857142857143,0.229046303594276
1,"2020-04-09T19:00:00Z",2,5.5,2,1,0.570710678118655
1,"2020-04-09T20:00:00Z",3,6,3,1,0.627951730586458
1,"2020-04-09T21:00:00Z",5,4.28,3,0.6,0.328530152104477
1,"2020-04-09T22:00:00Z",2,5.2,2,1,0.5
1,"2020-04-09T23:00:00Z",6,3.56666666666667,5,0.833333333333333,0.277962069386935
1,"2020-04-10T00:00:00Z",3,5.93333333333333,3,1,0.423518328389791
1,"2020-04-10T01:00:00Z",1,5,1,1,NA
1,"2020-04-10T02:00:00Z",2,4.4,2,1,0.669705627484771
1,"2020-04-10T03:00:00Z",3,5.13333333333333,3,1,0.483444403322636
1,"2020-04-10T04:00:00Z",1,4,0,0,NA
1,"2020-04-10T05:00:00Z",3,4.8,3,1,0.524121173616722
1,"2020-04-10T06:00:00Z",2,4,2,1,0.528284271247462
1,"2020-04-10T07:00:00Z",3,4.93333333333333,3,1,0.514808767850883
1,"2020-04-10T08:00:00Z",5,5.16,4,0.8,0.387829710109982
1,"2020-04-10T09:00:00Z",4,5.1,3,0.75,0.435112578358864
1,"2020-04-10T10:00:00Z",0,NA,0,NA,1
1,"2020-04-10T11:00:00Z",4,5.15,4,1,0.407797338380595
1,"2020-04-10T12:00:00Z",4,5.7,3,0.75,0.447652894404981
1,"2020-04-10T13:00:00Z",0,NA,0,NA,1
1,"2020-04-10T14:00:00Z",1,5.6,1,1,NA
1,"2020-04-10T15:00:00Z",4,5.4,3,0.75,0.44731531449265
1,"2020-04-10T16:00:00Z",2,5.6,1,0.5,0.697989898732233
1,"2020-04-10T17:00:00Z",6,4.83333333333333,6,1,0.303146213363843
1,"2020-04-10T18:00:00Z",4,4.8,4,1,0.470907220343745
1,"2020-04-10T19:00:00Z",7,6,6,0.857142857142857,0.378087526382174
1,"2020-04-10T20:00:00Z",1,7.6,1,1,NA
1,"2020-04-10T21:00:00Z",6,5.4,6,1,0.366666666666667
1,"2020-04-10T22:00:00Z",2,5.9,1,0.5,0.598994949366117
1,"2020-04-10T23:00:00Z",1,3.4,1,1,NA
1,"2020-04-11T00:00:00Z",0,NA,0,NA,1
2,"2020-04-06T00:00:00Z",11,5.43181818181818,6,0.545454545454545,0.25063186209831
2,"2020-04-06T01:00:00Z",9,4.77777777777778,6,0.666666666666667,0.284516544833485
2,"2020-04-06T02:00:00Z",8,5.64375,7,0.875,0.31802918913248
2,"2020-04-06T03:00:00Z",12,5.22916666666667,9,0.75,0.245512503800238
2,"2020-04-06T04:00:00Z",7,6.25,5,0.714285714285714,0.204094386426722
2,"2020-04-06T05:00:00Z",9,5.55555555555556,8,0.888888888888889,0.269608832791196
2,"2020-04-06T06:00:00Z",5,5.3,4,0.8,0.399530699392349
2,"2020-04-06T07:00:00Z",8,5.46875,8,1,0.255546584460436
2,"2020-04-06T08:00:00Z",11,5.54545454545455,8,0.727272727272727,0.254775721823602
2,"2020-04-06T09:00:00Z",10,5.675,7,0.7,0.292948611466024
2,"2020-04-06T10:00:00Z",7,5.17857142857143,6,0.857142857142857,0.291961612465344
2,"2020-04-06T11:00:00Z",12,5.45833333333333,11,0.916666666666667,0.256811565309847
2,"2020-04-06T12:00:00Z",8,5.03125,7,0.875,0.272864259663092
2,"2020-04-06T13:00:00Z",9,5.19444444444444,9,1,0.19568520748688
2,"2020-04-06T14:00:00Z",20,3.5,10,0.5,0.353705189460541
2,"2020-04-06T15:00:00Z",23,2.96739130434783,8,0.347826086956522,0.34331764475114
2,"2020-04-06T16:00:00Z",93,1.01397849462366,9,0.0967741935483871,0.189621971253593
2,"2020-04-06T17:00:00Z",48,1.31145833333333,7,0.145833333333333,0.228889789417829
2,"2020-04-06T18:00:00Z",23,2.54347826086957,8,0.347826086956522,0.309515272767543
2,"2020-04-06T19:00:00Z",21,3.37857142857143,12,0.571428571428571,0.350144135126561
2,"2020-04-06T20:00:00Z",8,3.875,4,0.5,0.47063605962672
2,"2020-04-06T21:00:00Z",10,4.515,8,0.8,0.330326459135241
2,"2020-04-06T22:00:00Z",12,5.625,9,0.75,0.315296300597115
2,"2020-04-06T23:00:00Z",6,5.45833333333333,6,1,0.300286151273765
2,"2020-04-07T00:00:00Z",8,5,6,0.75,0.407210660930549
2,"2020-04-07T01:00:00Z",3,5.25,2,0.666666666666667,0.376634603522555
2,"2020-04-07T02:00:00Z",6,6.20833333333333,5,0.833333333333333,0.337997243817001
2,"2020-04-07T03:00:00Z",10,5.9,9,0.9,0.223715623732638
2,"2020-04-07T04:00:00Z",9,5.44444444444444,8,0.888888888888889,0.245029100111013
2,"2020-04-07T05:00:00Z",10,5.675,9,0.9,0.295806735782449
2,"2020-04-07T06:00:00Z",8,5.84375,7,0.875,0.256568491125888
2,"2020-04-07T07:00:00Z",8,4.79375,8,1,0.255696964113829
2,"2020-04-07T08:00:00Z",13,5.07692307692308,12,0.923076923076923,0.283427872918789
2,"2020-04-07T09:00:00Z",10,5.875,10,1,0.323373752561337
2,"2020-04-07T10:00:00Z",16,4.771875,14,0.875,0.229811772349308
2,"2020-04-07T11:00:00Z",13,5.44230769230769,10,0.769230769230769,0.236725639400526
2,"2020-04-07T12:00:00Z",11,4.61363636363636,10,0.909090909090909,0.314617505023211
2,"2020-04-07T13:00:00Z",10,4.65,8,0.8,0.307899548393502
2,"2020-04-07T14:00:00Z",9,7.15,7,0.777777777777778,0.265099747055456
2,"2020-04-07T15:00:00Z",11,6.56818181818182,11,1,0.224649001318675
2,"2020-04-07T16:00:00Z",11,6.04545454545455,10,0.909090909090909,0.22405289559888
2,"2020-04-07T17:00:00Z",7,6.09285714285714,6,0.857142857142857,0.301560970038168
2,"2020-04-07T18:00:00Z",12,5.27083333333333,10,0.833333333333333,0.241970402446986
2,"2020-04-07T19:00:00Z",12,4.45833333333333,10,0.833333333333333,0.251489555791841
2,"2020-04-07T20:00:00Z",8,3.25,6,0.75,0.270773797371132
2,"2020-04-07T21:00:00Z",10,5.35,7,0.7,0.229206982955429
2,"2020-04-07T22:00:00Z",7,5.39285714285714,5,0.714285714285714,0.338570125126004
2,"2020-04-07T23:00:00Z",7,5.21428571428571,7,1,0.340988292303545
2,"2020-04-08T00:00:00Z",7,5.25,6,0.857142857142857,0.312415392435275
2,"2020-04-08T01:00:00Z",14,5.38214285714286,13,0.928571428571429,0.232859756372892
2,"2020-04-08T02:00:00Z",11,5.67272727272727,10,0.909090909090909,0.248013572645985
2,"2020-04-08T03:00:00Z",9,6.11111111111111,9,1,0.272700439691655
2,"2020-04-08T04:00:00Z",8,5.5,7,0.875,0.265788595317336
2,"2020-04-08T05:00:00Z",8,5.28125,6,0.75,0.335627252001526
2,"2020-04-08T06:00:00Z",11,5.15909090909091,9,0.818181818181818,0.273005468986995
2,"2020-04-08T07:00:00Z",13,5.26923076923077,12,0.923076923076923,0.270158020941346
2,"2020-04-08T08:00:00Z",349,3.32191977077364,7,0.0200573065902579,0.0517287956839747
2,"2020-04-08T09:00:00Z",1125,3.29328888888889,8,0.00711111111111111,0.0475278664395083
2,"2020-04-08T10:00:00Z",803,3.27808219178082,9,0.0112079701120797,0.0490238149521617
2,"2020-04-08T11:00:00Z",527,3.27998102466793,8,0.015180265654649,0.0529643461877437
2,"2020-04-08T12:00:00Z",243,3.36893004115226,14,0.0576131687242798,0.0797988659034921
2,"2020-04-08T13:00:00Z",147,3.38503401360544,6,0.0408163265306122,0.0816528337931812
2,"2020-04-08T14:00:00Z",57,3.5219298245614,6,0.105263157894737,0.115204064769532
2,"2020-04-08T15:00:00Z",37,3.57702702702703,9,0.243243243243243,0.0951730568554872
2,"2020-04-08T16:00:00Z",37,4.19594594594595,11,0.297297297297297,0.183389223982163
2,"2020-04-08T17:00:00Z",14,4.44642857142857,6,0.428571428571429,0.260855483310318
2,"2020-04-08T18:00:00Z",13,3.98076923076923,4,0.307692307692308,0.263018241439542
2,"2020-04-08T19:00:00Z",10,5.485,6,0.6,0.324710307334181
2,"2020-04-08T20:00:00Z",11,5.40909090909091,9,0.818181818181818,0.264572820309017
2,"2020-04-08T21:00:00Z",16,5.40625,15,0.9375,0.238538584785647
2,"2020-04-08T22:00:00Z",13,5.30769230769231,12,0.923076923076923,0.257533686544141
2,"2020-04-08T23:00:00Z",4,6.3125,4,1,0.430710403685012
2,"2020-04-09T00:00:00Z",9,5.55555555555556,8,0.888888888888889,0.309848444739641
2,"2020-04-09T01:00:00Z",15,5.43666666666667,13,0.866666666666667,0.247423672722021
2,"2020-04-09T02:00:00Z",9,5.63888888888889,8,0.888888888888889,0.291003053985469
2,"2020-04-09T03:00:00Z",7,4.92857142857143,6,0.857142857142857,0.391065005055629
2,"2020-04-09T04:00:00Z",5,5.75,4,0.8,0.31180339887499
2,"2020-04-09T05:00:00Z",9,5.72222222222222,9,1,0.308137618070059
2,"2020-04-09T06:00:00Z",5,4.7,4,0.8,0.376245567320146
2,"2020-04-09T07:00:00Z",13,5.09615384615385,12,0.923076923076923,0.240712341152828
2,"2020-04-09T08:00:00Z",7,5.21428571428571,7,1,0.297256902294409
2,"2020-04-09T09:00:00Z",3,4.33333333333333,2,0.666666666666667,0.486085856498528
2,"2020-04-09T10:00:00Z",13,5.46153846153846,12,0.923076923076923,0.235315441087645
2,"2020-04-09T11:00:00Z",11,6.59545454545455,9,0.818181818181818,0.299421135470725
2,"2020-04-09T12:00:00Z",8,6.03125,8,1,0.291603410615063
2,"2020-04-09T13:00:00Z",10,5.125,10,1,0.270069430266321
2,"2020-04-09T14:00:00Z",13,5.34615384615385,13,1,0.201312611893895
2,"2020-04-09T15:00:00Z",484,3.28863636363636,5,0.0103305785123967,0.0474121512508996
2,"2020-04-09T16:00:00Z",221,3.31199095022624,8,0.0361990950226244,0.0752695378101843
2,"2020-04-09T17:00:00Z",97,3.42783505154639,7,0.0721649484536082,0.0836377668463648
2,"2020-04-09T18:00:00Z",48,3.703125,9,0.1875,0.139183724796879
2,"2020-04-09T19:00:00Z",27,3.87592592592593,8,0.296296296296296,0.174572839161782
2,"2020-04-09T20:00:00Z",12,4.875,9,0.75,0.204173197315683
2,"2020-04-09T21:00:00Z",11,4.7,7,0.636363636363636,0.245100530360184
2,"2020-04-09T22:00:00Z",10,5.525,7,0.7,0.248347377612294
2,"2020-04-09T23:00:00Z",8,4.59375,7,0.875,0.24742891523539
2,"2020-04-10T00:00:00Z",12,5,11,0.916666666666667,0.237443683407558
2,"2020-04-10T01:00:00Z",7,4.17857142857143,7,1,0.340612402855816
2,"2020-04-10T02:00:00Z",15,6.26,10,0.666666666666667,0.21540180998237
2,"2020-04-10T03:00:00Z",6,4.875,5,0.833333333333333,0.28888573228247
2,"2020-04-10T04:00:00Z",6,4.5,5,0.833333333333333,0.333998671973482
2,"2020-04-10T05:00:00Z",9,4.83333333333333,8,0.888888888888889,0.287445310856935
2,"2020-04-10T06:00:00Z",10,5.1,7,0.7,0.233956875316067
2,"2020-04-10T07:00:00Z",7,5.78571428571429,7,1,0.310206933358811
2,"2020-04-10T08:00:00Z",6,5.875,6,1,0.36899684236965
2,"2020-04-10T09:00:00Z",13,4.92307692307692,13,1,0.220676560715867
2,"2020-04-10T10:00:00Z",7,5.53571428571429,5,0.714285714285714,0.320473637157698
2,"2020-04-10T11:00:00Z",6,5.5,5,0.833333333333333,0.327911821632638
2,"2020-04-10T12:00:00Z",9,4.92222222222222,9,1,0.285612384586248
2,"2020-04-10T13:00:00Z",12,6.04166666666667,10,0.833333333333333,0.211179713687636
2,"2020-04-10T14:00:00Z",6,6.91666666666667,3,0.5,0.32292499977779
2,"2020-04-10T15:00:00Z",6,5.91666666666667,5,0.833333333333333,0.309553568329019
2,"2020-04-10T16:00:00Z",8,5.09375,8,1,0.335839097417913
2,"2020-04-10T17:00:00Z",13,5.48076923076923,13,1,0.263297906025821
2,"2020-04-10T18:00:00Z",13,5.67307692307692,11,0.846153846153846,0.232508200791751
2,"2020-04-10T19:00:00Z",17,5.36764705882353,14,0.823529411764706,0.231150808669782
2,"2020-04-10T20:00:00Z",12,5.52083333333333,10,0.833333333333333,0.268418796803263
2,"2020-04-10T21:00:00Z",11,5.75,9,0.818181818181818,0.217400197315826
2,"2020-04-10T22:00:00Z",10,4.95,9,0.9,0.216547558246981
2,"2020-04-10T23:00:00Z",6,5.70833333333333,6,1,0.317013487938906
2,"2020-04-11T00:00:00Z",2,4.25,1,0.5,0.5
3,"2020-04-06T00:00:00Z",11,5.34545454545455,10,0.909090909090909,0.20157648776685
3,"2020-04-06T01:00:00Z",12,5.1,11,0.916666666666667,0.252502425717793
3,"2020-04-06T02:00:00Z",6,4.8,4,0.666666666666667,0.338713172007519
3,"2020-04-06T03:00:00Z",6,4.76666666666667,5,0.833333333333333,0.296538398258521
3,"2020-04-06T04:00:00Z",1,7,1,1,NA
3,"2020-04-06T05:00:00Z",9,5.66666666666667,8,0.888888888888889,0.23358559825027
3,"2020-04-06T06:00:00Z",11,5.6,11,1,0.193280962045649
3,"2020-04-06T07:00:00Z",10,5.68,9,0.9,0.232060592153753
3,"2020-04-06T08:00:00Z",15,5.28,14,0.933333333333333,0.277352621178522
3,"2020-04-06T09:00:00Z",8,4.875,8,1,0.281729977076135
3,"2020-04-06T10:00:00Z",5,5.32,4,0.8,0.39110206696946
3,"2020-04-06T11:00:00Z",9,5.06666666666667,9,1,0.231111111111111
3,"2020-04-06T12:00:00Z",9,5.95555555555556,7,0.777777777777778,0.18712280611772
3,"2020-04-06T13:00:00Z",12,5.1,11,0.916666666666667,0.200419160439311
3,"2020-04-06T14:00:00Z",44,3.38636363636364,9,0.204545454545455,0.139298259366334
3,"2020-04-06T15:00:00Z",54,3.01481481481481,4,0.0740740740740741,0.125402469118583
3,"2020-04-06T16:00:00Z",179,2.98435754189944,40,0.223463687150838,0.0794967263143497
3,"2020-04-06T17:00:00Z",98,3.12244897959184,29,0.295918367346939,0.105522653423989
3,"2020-04-06T18:00:00Z",31,3.52258064516129,10,0.32258064516129,0.197560003956644
3,"2020-04-06T19:00:00Z",18,4.03333333333333,8,0.444444444444444,0.211722886627447
3,"2020-04-06T20:00:00Z",14,4.18571428571429,10,0.714285714285714,0.221805387504677
3,"2020-04-06T21:00:00Z",17,4.51764705882353,14,0.823529411764706,0.227651670361283
3,"2020-04-06T22:00:00Z",9,5.28888888888889,9,1,0.238826071515565
3,"2020-04-06T23:00:00Z",8,4.65,7,0.875,0.371981780704569
3,"2020-04-07T00:00:00Z",5,5.4,3,0.6,0.454950975679639
3,"2020-04-07T01:00:00Z",8,5.825,6,0.75,0.242321292672241
3,"2020-04-07T02:00:00Z",6,6.13333333333333,5,0.833333333333333,0.332397371928747
3,"2020-04-07T03:00:00Z",5,6.08,5,1,0.313666177907063
3,"2020-04-07T04:00:00Z",11,5.45454545454545,10,0.909090909090909,0.198646144550226
3,"2020-04-07T05:00:00Z",8,5.1,5,0.625,0.239142767745361
3,"2020-04-07T06:00:00Z",5,4.88,4,0.8,0.388997354478839
3,"2020-04-07T07:00:00Z",8,6.45,6,0.75,0.303165252344157
3,"2020-04-07T08:00:00Z",12,5.8,11,0.916666666666667,0.274025851182452
3,"2020-04-07T09:00:00Z",12,5.55,10,0.833333333333333,0.233272715024129
3,"2020-04-07T10:00:00Z",8,5.325,8,1,0.258496923453047
3,"2020-04-07T11:00:00Z",7,5.91428571428571,4,0.571428571428571,0.234404684500556
3,"2020-04-07T12:00:00Z",6,5.5,4,0.666666666666667,0.335782011919544
3,"2020-04-07T13:00:00Z",7,6.31428571428571,4,0.571428571428571,0.269272934516858
3,"2020-04-07T14:00:00Z",7,5.45714285714286,5,0.714285714285714,0.256999910602504
3,"2020-04-07T15:00:00Z",5,4.96,4,0.8,0.34656056768449
3,"2020-04-07T16:00:00Z",4,3.9,4,1,0.307735026918963
3,"2020-04-07T17:00:00Z",6,5.76666666666667,5,0.833333333333333,0.231679485915386
3,"2020-04-07T18:00:00Z",6,5.16666666666667,3,0.5,0.301376230791367
3,"2020-04-07T19:00:00Z",12,6.01666666666667,12,1,0.244794464785138
3,"2020-04-07T20:00:00Z",8,5.825,8,1,0.316367260970701
3,"2020-04-07T21:00:00Z",10,5.98,8,0.8,0.294924486803366
3,"2020-04-07T22:00:00Z",7,4.08571428571429,5,0.714285714285714,0.310132222833069
3,"2020-04-07T23:00:00Z",10,4.84,6,0.6,0.264600526528117
3,"2020-04-08T00:00:00Z",7,4.54285714285714,6,0.857142857142857,0.360025061210441
3,"2020-04-08T01:00:00Z",6,5.6,6,1,0.242561330510708
3,"2020-04-08T02:00:00Z",6,4.9,6,1,0.253153659908425
3,"2020-04-08T03:00:00Z",6,4.86666666666667,4,0.666666666666667,0.283056815161574
3,"2020-04-08T04:00:00Z",8,5.775,7,0.875,0.251688594593199
3,"2020-04-08T05:00:00Z",7,5.77142857142857,7,1,0.297098759130042
3,"2020-04-08T06:00:00Z",8,6.2,7,0.875,0.254614813968157
3,"2020-04-08T07:00:00Z",8,5.7,8,1,0.265203933101546
3,"2020-04-08T08:00:00Z",2200,6.40009090909091,10,0.00454545454545455,0.0363184678120844
3,"2020-04-08T09:00:00Z",1713,6.4938704028021,3,0.00175131348511384,0.0546576237852697
3,"2020-04-08T10:00:00Z",0,NA,0,NA,1
3,"2020-04-08T11:00:00Z",0,NA,0,NA,1
3,"2020-04-08T12:00:00Z",0,NA,0,NA,1
3,"2020-04-08T13:00:00Z",0,NA,0,NA,1
3,"2020-04-08T14:00:00Z",0,NA,0,NA,1
3,"2020-04-08T15:00:00Z",0,NA,0,NA,1
3,"2020-04-08T16:00:00Z",0,NA,0,NA,1
3,"2020-04-08T17:00:00Z",0,NA,0,NA,1
3,"2020-04-08T18:00:00Z",0,NA,0,NA,1
3,"2020-04-08T19:00:00Z",0,NA,0,NA,1
3,"2020-04-08T20:00:00Z",0,NA,0,NA,1
3,"2020-04-08T21:00:00Z",0,NA,0,NA,1
3,"2020-04-08T22:00:00Z",0,NA,0,NA,1
3,"2020-04-08T23:00:00Z",0,NA,0,NA,1
3,"2020-04-09T00:00:00Z",0,NA,0,NA,1
3,"2020-04-09T01:00:00Z",4490,7.17879732739421,59,0.0131403118040089,0.10468563195309
3,"2020-04-09T02:00:00Z",10,5.82,8,0.8,0.20850499220466
3,"2020-04-09T03:00:00Z",6,5.43333333333333,6,1,0.352749085682184
3,"2020-04-09T04:00:00Z",11,5.23636363636364,8,0.727272727272727,0.255546433409067
3,"2020-04-09T05:00:00Z",10,5.68,8,0.8,0.296909454657041
3,"2020-04-09T06:00:00Z",7,4.37142857142857,6,0.857142857142857,0.29271421762221
3,"2020-04-09T07:00:00Z",4,5,4,1,0.343808315196469
3,"2020-04-09T08:00:00Z",8,5.825,8,1,0.286577049289628
3,"2020-04-09T09:00:00Z",12,5.95,11,0.916666666666667,0.198737760536894
3,"2020-04-09T10:00:00Z",10,5.94,6,0.6,0.237291255689825
3,"2020-04-09T11:00:00Z",10,5.4,9,0.9,0.208320512061813
3,"2020-04-09T12:00:00Z",7,6.02857142857143,6,0.857142857142857,0.285885611551815
3,"2020-04-09T13:00:00Z",8,4,6,0.75,0.27693983771781
3,"2020-04-09T14:00:00Z",10,6.26,8,0.8,0.259457413332421
3,"2020-04-09T15:00:00Z",185,8.59675675675676,1,0.00540540540540541,0.0383398380066179
3,"2020-04-09T16:00:00Z",0,NA,0,NA,1
3,"2020-04-09T17:00:00Z",0,NA,0,NA,1
3,"2020-04-09T18:00:00Z",0,NA,0,NA,1
3,"2020-04-09T19:00:00Z",0,NA,0,NA,1
3,"2020-04-09T20:00:00Z",0,NA,0,NA,1
3,"2020-04-09T21:00:00Z",0,NA,0,NA,1
3,"2020-04-09T22:00:00Z",0,NA,0,NA,1
3,"2020-04-09T23:00:00Z",0,NA,0,NA,1
3,"2020-04-10T00:00:00Z",0,NA,0,NA,1
3,"2020-04-10T01:00:00Z",0,NA,0,NA,1
3,"2020-04-10T02:00:00Z",0,NA,0,NA,1
3,"2020-04-10T03:00:00Z",0,NA,0,NA,1
3,"2020-04-10T04:00:00Z",0,NA,0,NA,1
3,"2020-04-10T05:00:00Z",0,NA,0,NA,1
3,"2020-04-10T06:00:00Z",0,NA,0,NA,1
3,"2020-04-10T07:00:00Z",0,NA,0,NA,1
3,"2020-04-10T08:00:00Z",0,NA,0,NA,1
3,"2020-04-10T09:00:00Z",0,NA,0,NA,1
3,"2020-04-10T10:00:00Z",0,NA,0,NA,1
3,"2020-04-10T11:00:00Z",0,NA,0,NA,1
3,"2020-04-10T12:00:00Z",3905,8.56937259923175,73,0.0186939820742638,0.0583670767085279
3,"2020-04-10T13:00:00Z",9,6.06666666666667,9,1,0.249675175716621
